Text,Paraphrase
The grammar of Esperanto is very easy.,Esperanto grammar is very simple.
I was having dinner with Tom.,I had dinner with Tom.
Tom is filling out a job application form.,Tom is filling out an application form.
Tom was wearing shorts.,Tom had shorts on.
I'm a natural blonde.,"I am blonde, of course."
Tom has a great smile.,Tom has a really great smile.
I'm finding that Tom expects too much from us.,I think Tom's expectations of us are too high.
Tom declared himself bankrupt.,Tom declared bankruptcy.
I am about as big as my father now.,I'm now about as tall as my father.
I'll call when I'm done with work.,I'll call when I've finished the work.
You don't have to reply today.,You don't have to answer today.
I'm currently reading a quite thick book.,I'm currently reading quite a thick book.
I'm sorry. I thought I had already responded to you.,Sorry! I thought I had already answered you.
They do anything in order to win.,They'll do anything to win.
This high-rise building has five lifts.,This building has five elevators.
We didn't have a place in which to live.,We had nowhere to live.
There are some people who sleep in the daytime and work at night.,"There are people who work in the night, and sleep in the day."
Time cannot be stopped.,Time can't be stopped.
What else could it be?,What else could there be?
Tom can't leave.,Tom can't go.
I want you to refurbish the house.,I'd like to renovate the house.
Tom is on sick leave.,Tom is on medical leave.
We have decisions to make.,We have to take measures.
Do you have a daughter?,Do you have daughters?
Tom doesn't eat meat.,Tom doesn't eat any meat.
They were talking from 8 to 10 o'clock.,They talked from 8 until 10.
I had hoped to have met her there.,I had hoped to meet her there.
I would like to have breakfast.,I would want to eat breakfast.
I want to thank Tom.,I want to say thank you to Tom.
I doubt that Tom is happy.,I doubt Tom is happy.
Do you believe horoscopes?,Do you believe in horoscopes?
Tom is the man of my dreams.,Tom is my ideal man.
Tom is a party animal.,Tom loves partying.
Tom isn't innocent.,Tom isn't blameless.
I can't talk about this now.,I really can't talk about it now.
They started firing.,They started shooting.
Tom excused himself and left.,Tom apologized and left.
Tom let Mary play his guitar.,Tom allowed Mary to play his guitar.
We were at a loss what to do.,We don't know what to do.
How hard can it be?,How hard can that be?
How hard could it be?,How hard could that be?
More time is needed for the preparations.,We need a bit more time to prepare.
I am going to New York next week.,"Next week, I'm going to New York."
Did Tom eat anything?,Has Tom eaten anything?
"I prefer to go by subway, rather than by train.",I'd rather go by subway than by train.
Put that fire out.,Put out that fire.
Tom baited the hook.,Tom put bait on the hook.
Tom is putting on his shoes.,Tom is putting his shoes on.
Tom slid the key into the lock.,Tom put the key in the lock.
Tom put his hand on Mary's.,Tom put his hand over Mary's.
Tom put on his gloves.,Tom put his gloves on.
Tom put on his overcoat.,Tom put on a coat.
Tom put on his sweater.,Tom put his sweater on.
Who gave it to Tom?,Who gave this to Tom?
I don't know how to make friends anymore.,I've forgotten how to make friends.
It is only natural that he be proud of his son.,It is perfectly natural for him to be proud of his son.
What must I do to convince you?,What do I have to do to convince you?
Today was a pleasant day.,Today has been a good day.
Tom opened the door for Mary.,Tom opened the gate for Mary.
It was in Kyoto that I first met her.,I met her for the first time in Kyoto.
To which animal would you compare me?,"If you were to compare me to an animal, which animal would you compare me to?"
I'm the one who killed Tom.,It was me who killed Tom.
"Look, a tomato which grew up listening to Mozart!","Here's a tomato, that grew while listening to Mozart."
He has been busy this week.,This week it was busy the whole time.
I need some time to myself.,I need some time alone.
Tom ordered mineral water.,Tom ordered fizzy water.
Tom wonders if it's true.,Tom wondered if it was true.
Tom is a true gentleman.,Tom is a real gentleman.
Is that why you've come?,Is that why you came?
Is that why you came back?,Is this why you've come back?
That's not why you're here.,That's why you're not here.
I made too many Salisbury steaks.,I made too many hamburger steaks.
It was where Tom said it would be.,He was where Tom said he would be.
I thought a lot about what you said.,I've been doing a lot of thinking about what you said.
"That's what Tom said, too.","Tom said that, too."
I'm not bossy!,I'm not inflexible.
All of them were wearing black.,Everyone was dressed in black.
I felt completely happy.,I felt perfectly happy.
What have you bought her for Christmas?,What did you buy her for Christmas?
Tom baked three pies.,Tom baked three cakes.
Tom doesn't know much about Australia.,Tom doesn't know a lot about Australia.
Tom doesn't know how to play the piano.,Tom can't play the piano.
Tom doesn't know how to play chess.,Tom can't play chess.
Tom doesn't need to work.,Tom doesn't have to study.
Tom doesn't live too far from here.,Tom lives nearby.
Tom lives close by.,Tom lives near here.
It was the truth.,It was correct.
That was a fact.,It was true.
Are you courageous?,Are you brave?
Are you sincere?,Are you honest?
Are you being truthful?,Were you truthful?
Are you optimistic?,Were you optimistic?
Tom and Mary switched places.,Tom changed places with Mary.
Tom and Mary exchanged seats with each other.,Tom exchanged seats with Mary.
Tom fell asleep right away.,Tom fell asleep immediately.
I'm not going to answer that question.,I won't answer that question.
What has Tom seen?,What did Tom see?
I admit it.,I'll admit that.
There is nothing to be had at that store.,There is nothing left to buy at that store.
Tom gave Mary the key.,Tom handed the key to Mary.
I'm a thirty-year-old unmarried woman.,I'm a stupid old maid in my thirties.
Have you talked to Tom about this?,Did you talk to Tom about it?
I must've sat on it.,I must have sat on it.
This chair is made from recycled materials.,This chair is made out of recycled materials.
They haven't told us anything.,They didn't tell us anything.
Has anyone talked to Tom?,Has anyone spoken to Tom?
Tom asked me to speak to you.,Tom has asked me to talk to you.
Tom can speak three languages.,Tom speaks three languages.
"You'll pay for this, Tom.","You so going to pay for this, Tom!"
"Perhaps the three most popular ice cream flavors are vanilla, chocolate and strawberry.","Without doubt the three ice-cream flavours most popular are vanilla, chocolate and strawberry."
Aladin found a wonderful lamp.,Aladdin found a magic lamp.
Tom gave me a ride home.,Tom drove me home.
Tom brought me home.,Tom took me home.
That's what I pay you for.,This is what I'm paying you for.
Have you paid the bill yet?,Have you already settled the bill?
Tom complimented me.,Tom paid me a compliment.
Tom found me a good place to live.,Tom found a good place for me live.
Tom drove me to the airport.,Tom gave me a ride to the airport.
Tom gave me a hug.,Tom hugged me.
Tom goes to work by car.,Tom drives to work.
Tom gave some milk to the cat.,Tom gave the cat some milk.
