Text,Paraphrase
Sami realized that.,Sami has realized that.
Sami began to understand that.,Sami began to realize that.
It's fun to watch TV.,Watching TV is fun.
I was tired from watching TV.,I was tired of watching TV.
You have to see this movie.,You must watch this movie.
You need to watch the movie.,It's necessary for you to watch the movie.
Tom doesn't like watching baseball.,Tom doesn't like to watch baseball.
Would you like to watch TV?,Do you want to watch television?
I felt nauseous.,I was feeling nauseous.
Don't be evil.,Don't be mean.
Don't be stingy.,Don't be so mean.
Sami was killed.,Sami was murdered.
I gave you my word.,I gave him my word.
I made a promise to him.,I made him a promise.
I made her a promise.,I promised him.
You won't be needing that.,You don't need that.
You don't need it.,You don't need this.
You won't need it.,You won't need that.
You won't need those.,You don't need him.
How is life in Gaza?,How's life in Gaza.
I was drinking milk.,I drank milk.
I was drinking milk a moment ago.,I am drinking milk.
I'm drinking milk.,I drink milk.
I drink coffee.,I am drinking coffee.
I will drink the coffee.,I'm drinking the coffee.
I have to dress up.,I have to change my clothes.
I have to change clothes.,I have to get dressed.
I have to go change.,I need to change.
Allow me to replace it.,I aim to change that.
Sami went into the mosque.,Sami entered the mosque.
We're going to church.,We're going to the mosque.
Please invite us out to dinner.,Invite us to dinner at a restaurant.
I happened upon Bernard at a restaurant yesterday.,I ran into Bernard yesterday in a restaurant.
"Where did you eat lunch? ""I ate at a restaurant.""","Where did you have lunch? ""At a restaurant."""
My father used to eat at this restaurant.,My father always ate in this restaurant.
I go to the restaurant every 2 days.,I go to a restaurant every other day.
They went to an expensive restaurant for lunch.,They went out for dinner at an upscale restaurant.
"In various Turkish restaurants, shishkabob is the main food.","In many restaurants in Turkey, kebab is the main entree."
The house caved in.,The house collapsed.
She owns a very big house.,She is the owner of a very big house.
He walked past the house.,He passed by the house.
The house is well insulated.,The house is suitably isolated.
Sami asked God to help him.,Sami asked God to protect him.
Layla noticed Sami's presence.,Layla noticed Sami.
Raisins are shrivelled grapes.,Raisins are dried grapes.
He squashed the insect with the heel of his foot.,He crushed the insect with his heel.
The puppy licked her on the cheek.,The puppy licked her cheek.
Must you work on Sunday?,Do you work on Sundays?
Layla really liked Sami.,Layla did love Sami.
Sami and Layla argued a lot.,Sami and Layla argued frequently.
Fadil was pissed off.,Sami was annoyed.
The plane's going down.,The plane is landing.
Prices have gone down.,The cost of living has gone down.
Prices are going down.,Prices are falling.
Sami was feeling unwell.,Sami felt bad.
I was invited.,I've been summoned.
I was threatened.,I've been threatened.
I got promoted.,I've been promoted.
I got a raise.,I was promoted.
My car is being repaired.,My car is under repair.
My car's in the shop.,My car is now being repaired.
This man is Chinese.,She's Chinese.
He's Chinese.,It is Chinese.
"You will go, you will never return, in war you will perish.",You will go. You will return. Never in war will you perish.
Sami is gonna spend the rest of his life in jail.,Sami will spend the remainder of his life in jail.
That is what they study English for.,That's why they want to study English.
Sami doesn't deserve that.,Sami doesn't deserve this.
Sami is the director of the clinic.,The clinic director is Sami.
Sami is working at the clinic.,Sami works at the clinic.
Sami has been admitted to the clinic.,Sami was brought into the clinic.
He sold me down the river.,She ditched me.
She dumped me.,He dumped me.
They left me alone.,She abandoned me.
He abandoned me.,He has left me.
He's left me.,She's left me.
You abandoned me!,She ended things between us.
You left me.,You walked out on me.
Tom likes me.,Tom loves me.
Sami loves you.,Sami likes you.
Sami woke up from his coma.,Sami emerged from his coma.
How's Lanzarote?,How is Lanzarote?
Sami waited.,Sami just waited.
Sami waited there.,Sami waited out there.
Sami was waiting for Layla.,Sami waited for Layla.
What're we doing in here?,What're we doing here?
What have you told them?,What did you say to them?
All things are in the hands of God.,All things are in God's hands.
I am a mother.,I'm a mother.
I have a memory like a goldfish.,I have the memory of a goldfish.
Sami took some pills.,Sami has taken some pills.
Are you underage?,Aren't you underage?
This is the book about which I told you.,That's the book I told you about.
Sami suffered from asthma.,Sami was asthmatic.
Layla was reeking of alcohol.,Leyla smelt like alcohol.
Sami was wearing glasses.,Sami wore glasses.
Sami resigned.,Sami quit.
Sami said yes.,Sami agreed.
Sami washed his hands.,Sami returned.
Sami got back.,Sami is back.
Sami cursed.,Sami was cursing.
Sami made his escape.,Sami got away.
Sami escaped.,Sami ran away.
Sami slumped over.,Sami fell.
Sami replied.,Sami responded.
Layla left Sami.,Layla broke up with Sami.
It is possible that I forgot my keys.,I might have forgotten my keys.
I ate a cat.,I have eaten a cat.
Stop overreacting.,Stop dramatizing.
Sami gave Layla a slap.,Sami slapped Layla.
Sami checked out Layla's e-mails.,Sami checked Layla's e-mails.
What is the letter about?,What were the contents of the letter?
What's that letter about?,What's written in the letter?
Sami sent Layla a lot of letters.,Sami sent Layla many letters.
The teacher walked in.,The teacher came in.
Never trust a stranger.,Don't trust anybody but yourself.
I will tell him about you.,I will tell her about you.
A horse is an animal.,Horses are animals.
The teacher called me up.,The teacher called on me.
My laptop is running Linux.,I'm running Linux on my laptop.
My portable computer runs Linux.,My portable computer uses Linux.
His words and actions do not go together well.,His words and deeds do not match.
My watch is not correct.,My watch isn't running right.
Something is wrong with my watch.,Something is the matter with my watch.
My watch is not working normally.,My watch isn't working well.
My watch is off.,My watch works poorly.
Tom is always exaggerating.,Tom always exaggerates.
I explained it to him.,I have explained that to him.
What is happiness?,What is luck?
He is a very smart boy.,He's a very clever boy.
Want to know?,Do you want to know?
It's been a long while since we had such fine weather.,It's been a long time since we've had such nice weather.
The water was fouled by oil.,The water was contaminated with oil.
The water was polluted with oil.,This water was polluted by oil.
Today is hot so we can swim in the ocean.,"It's hot today, so we can take a swim in the sea."
I tried to persuade her in vain.,I tried in vain to convince her.
I tried unsuccessfully to persuade her.,"I tried to convince her, but without success."
The only good fascist is a dead fascist.,A cultishly chauvinistic person who wants a strong leader and hurts the weak is better dead than alive.
I am determined to be a scientist.,I decided to become a scientist.
"Between you and me, he's a shallow thinker.","Between you and me, he has a shallow way of thinking."
